_id_,comp_externo1,comp_externo2,comp_externo3,comp_externo4
60882,139.0434783,13.78052284,129,-230
57517,161.6521739,16.02125826,128,-230
2253,217.3913043,21.54553289,61,-230
91344,69.56521739,6.894570526,123,-230
38230,217.3913043,21.54553289,-5,-230
1821,78.26086957,6.320022982,131,-230
91382,1811.594203,179.5461074,132,-230
48574,1077.536232,106.7940247,104,-230
21406,278.2608696,27.5782821,114,-230
67442,492.7536232,48.83654122,124,-230
28773,536.2318841,14.3636886,94,-230
78656,243.4782609,24.13099684,116,-230
97085,223.1884058,22.12008044,116,-230
56100,417.3913043,41.36742315,99,-230
75010,434.7826087,43.09106579,99,-230
71657,241.7391304,74,-229,
50858,221.0144928,21.90462511,131,-230
7969,37.68115942,1.465096237,74,-229
35140,281.1594203,27.86555587,50,-230
90717,611.5942029,60.61476587,105,-230
525,78.26086957,7.756391841,59,-230
11909,724.6376812,71.81844298,50,-229
62981,-609,9999999770,,
92563,1518.84058,150.5314565,99,-230
37718,298.5507246,121,-230,
95619,307.2463768,30.45101982,81,-230
8279,532.7536232,52.80091928,99,-230
30478,95.65217391,8.618213157,55,-230
6370,402.8985507,39.93105429,82,-230
75977,-609,9999999770,,
42992,304.3478261,25.42516518,120,-230
56242,66.66666667,6.607296754,126,-230
56171,1052.463768,104.3091066,46,-230
73530,850.7246377,84.31485205,87,-230
34573,455.0724638,29.01465096,47,-230
28555,2069.565217,205.1134731,106,-230
68762,24.63768116,2.441827061,-608,-229
73388,289.8550725,28.72737719,87,-230
83158,682.6086957,67.65297328,131,-230
36149,318.8405797,113,-230,
47397,339.6550725,33.66302787,37,-230
6923,985.5072464,62.87273772,79,-230
63653,286.9565217,28.44010342,97,-230
66233,63.76811594,6.320022982,90,-230
97246,35.65217391,98,-230,
22338,704.3478261,69.80752657,127,-230
53438,121.7391304,12.06549842,88,-230
70368,217.3913043,21.54553289,42,-230
16460,579.7101449,57.45475438,110,-230
63421,863.7681159,20.25280092,129,-230
82292,434.7826087,27.86555587,124,-230
93470,1279.710145,126.8313703,114,-230
37961,420.2898551,41.65469693,-40,-229
19827,724.6376812,71.81844298,69,-230
82387,724.6376812,20.10916403,42,-230
68853,579.7101449,57.45475438,97,-230
77661,579.7101449,57.45475438,65,-230
93160,181.1594203,17.95461074,138,-230
66554,144.057971,14.27750646,57,-230
69779,237.6811594,20.39643781,128,-230
92274,42.89855072,96,-230,
16254,217.3913043,21.54553289,70,-229
14507,326.0869565,32.31829934,95,-230
37168,144.9275362,4.452743465,48,-229
94478,990.4347826,98.16144786,132,-230
5715,144.9275362,14.3636886,115,-230
37534,121.7391304,12.06549842,92,-230
52116,847.826087,84.02757828,122,-230
45878,147.826087,14.65096237,97,-230
55313,86.95652174,8.618213157,60,-229
74893,761.5130435,75.4731399,69,-230
42994,39.13043478,3.274921,106,-230
32158,291.3043478,28.87101408,124,-230
23639,110.4347826,10.94513071,77,-230
3982,113.0434783,11.2036771,48,-229
18139,1449.275362,143.636886,115,-230
19696,1217.391304,120.6549842,-14,-230
56616,721.7391304,71.5311692,120,-230
89941,375.3623188,31.02556737,89,-230
89375,710.7246377,70.43952887,93,-230
61179,608.6956522,60.3274921,117,-230
92365,920.8695652,91.26687733,123,-230
17593,0.002898551,123,-230,
75562,298.5507246,29.58919851,86,-230
55969,62.31884058,131,-230,
8644,86.95652174,8.618213157,109,-230
95266,286.9565217,25.74001724,109,-230
38672,258.2608696,14.07641482,125,-230
97844,547.826087,31.91611606,90,-230
11282,304.3478261,30.16374605,49,-230
70671,396.2318841,39.27032462,64,-230
22762,63.76811594,6.320022982,65,-230
70957,576.8115942,55.96093077,99,-230
26147,905.7971014,89.77305372,101,-230
33899,521.7391304,51.70927894,117,-230
59115,92.75362319,120,-230,
56234,310.1449275,30.73829359,125,-230
49276,565.2173913,21.25825912,93,-230
93493,327.5362319,32.46193623,70,-230
97339,1449.275362,143.636886,89,-230
43026,434.7826087,12.92731974,107,-230
14449,142.0289855,14.07641482,115,-230
15819,840.5797101,83.30939385,121,-230
4314,69.56521739,2.039643781,97,-230
48454,1213.333333,120.2528009,43,-230
89718,271.0144928,26.86009767,115,-230
41041,144.9275362,14.3636886,28,-230
34232,55.07246377,5.458201666,123,-230
17496,719.9130435,71.35018673,77,-230
22268,121.7391304,12.06549842,111,-230
9119,156.5217391,15.51278368,63,-229
34961,663.4782609,65.75696639,90,-230
41770,57.97101449,5.170927894,66,-230
64317,1637.101449,162.2522264,83,-230
13357,20.28985507,2.010916403,76,-230
23184,28.98550725,76,-230,
7155,166.6666667,11.2036771,109,-230
43715,267.826087,26.54409652,14,-229
88732,1922.608696,190.5486929,131,-230
60706,43.47826087,2.872737719,4,-229
27070,81,-230,,
22087,136.2318841,13.50186728,129,-230
23551,252.173913,24.99281816,107,-230
24758,655.0724638,15.22550991,-14,-229
33981,231.884058,22.98190175,138,-230
73686,235.0724638,23.2979029,91,-230
57029,56.52173913,5.601838552,98,-230
9148,73.91304348,7.325481184,72,-230
64582,78.26086957,7.756391841,104,-230
14146,410.8695652,40.72105717,118,-230
1519,321.7391304,31.88738868,120,-230
75421,194.2028986,19.24734272,64,-230
63625,282.6086957,28.00919276,105,-230
76755,95.65217391,9.480034473,60,-229
32980,110,-230,,
39527,173.9130435,15.98678541,97,-230
94076,89.85507246,132,-230,
1537,136.2318841,13.50186728,89,-229
8479,1111.884058,110.1982189,119,-230
62069,678.8405797,67.27951738,132,-230
84081,204.3478261,18.3855214,113,-230
95745,176.8115942,17.52370009,81,-230
19693,78.26086957,7.756391841,117,-230
36121,162.3188406,16.08733123,112,-230
33245,217.3913043,21.54553289,119,-230
68237,1579.710145,156.5642057,101,-230
69407,368.4057971,14.56478024,100,-230
37539,207.2463768,20.54007469,92,-230
49218,202.173913,20.03734559,83,-230
13430,202.8985507,20.10916403,109,-230
84333,75.36231884,3.734559035,104,-230
44602,227.826087,22.57971847,43,-230
37443,466.6666667,28.72737719,115,-230
64084,292.7536232,29.01465096,20,-230
74005,1370.144928,135.794312,105,-230
41461,233.3333333,23.12553864,96,-230
16133,1378.550725,136.6274059,118,-230
5419,179.7101449,17.81097386,104,-230
30307,503.4782609,49.89945418,113,-230
46456,541.6144928,11.2036771,110,-230
54284,434.7826087,26.88882505,37,-230
68757,492.4637681,48.80781385,83,-230
81372,289.8550725,17.52370009,111,-230
80333,179.7101449,17.81097386,45,-230
23051,243.4782609,14.3636886,90,-230
34454,411.5942029,40.79287561,67,-230
98158,434.7826087,43.09106579,76,-230
92230,617.3913043,61.18931342,98,-230
91473,1014.492754,100.5458202,121,-230
34885,23.1884058,2.298190175,82,-229
96358,886.9565217,87.9057742,126,-230
26162,73.91304348,88,-230,
58176,1028.985507,101.982189,68,-230
86591,429.4782609,42.56535478,126,-230
15856,443.4782609,43.9528871,127,-230
88001,434.7826087,9.336397587,131,-230
51617,144.9275362,14.3636886,71,-230
24765,204.3478261,20.25280092,70,-229
21046,15.94202899,0.861821316,130,-229
12290,115.0724638,11.40476874,98,-230
44768,144.9275362,14.3636886,107,-230
9303,217.3913043,59,-229,
66629,382.2463768,37.88422867,73,-230
73767,84.05797101,4.452743465,117,-230
54731,194.2028986,19.24734272,113,-230
61780,220.2898551,21.83280666,119,-230
16584,57.97101449,5.745475438,70,-230
78392,982.6086957,16.51824188,117,-230
77248,188.4057971,12.92731974,124,-230
85871,434.7826087,43.09106579,131,-230
26004,57.97101449,-608,-230,
15319,517.1014493,51.24964091,49,-230
61605,123.1884058,12.20913531,69,-230
78852,475.3623188,47.11289859,57,-229
36881,183.6,17.52370009,131,-230
91600,202.8985507,20.10916403,106,-230
52578,315.942029,31.31284114,120,-230
79273,144.9275362,14.3636886,38,-230
80105,67.24637681,6.664751508,79,-230
76171,454.4927536,45.04452743,120,-230
1133,880,87.21631715,115,-230
42457,397.1014493,39.35650675,102,-230
56128,26.95652174,2.671646079,108,-230
41141,217.3913043,21.54553289,129,-230
7968,347.826087,17.23642631,115,-230
13078,307.2463768,30.45101982,132,-230
91107,88.4057971,8.761850043,107,-229
4936,137.6811594,13.64550417,52,-230
7613,-609,9999999770,,
18006,813.0434783,21.54553289,126,-230
63622,3.826086957,118,-230,
68456,107.2463768,10.62912956,88,-230
43745,151.8550725,15.05027291,113,-230
68638,434.7826087,43.09106579,54,-230
12468,383.4782609,71,-230,
29437,-608,9999999770,,
49598,434.7826087,21.54553289,97,-230
82499,301.4492754,29.87647228,126,-230
89681,680.7855072,67.47227808,128,-230
29917,542.0289855,53.72019535,132,-230
83352,195.6521739,16.51824188,103,-230
26833,217.3913043,21.54553289,44,-230
63902,1014.492754,100.5458202,82,-230
83545,289.8550725,17.23642631,94,-230
35836,8.695652174,0.861821316,-608,-229
30147,434.7826087,43.09106579,89,-230
91031,51.01449275,5.056018386,117,-230
19393,14.49275362,-608,-228,
42565,1159.42029,71.81844298,63,-230
83169,81.15942029,8.043665613,73,-230
4640,782.6086957,77.56391841,74,-230
13246,928.9855072,92.0712439,111,-230
36046,272.4637681,21.86153404,125,-230
64269,231.884058,22.98190175,132,-230
84343,2756.521739,273.1973571,131,-230
29013,362.3188406,35.90922149,96,-230
14612,246.3768116,24.41827061,66,-229
49175,315.6521739,31.28411376,118,-230
25741,153.6231884,15.22550991,57,-229
56641,385.3913043,38.19592071,41,-230
8683,289.8550725,28.72737719,121,-230
46862,-609,9999999770,,
71440,898.5507246,89.05486929,92,-230
97037,150.7246377,14.93823614,37,-229
62624,156.5217391,14.7371445,73,-230
68311,-609,9999999770,,
17644,457.9710145,45.38925596,112,-230
22560,217.3913043,21.54553289,52,-230
46246,144.9246377,11.49095088,98,-230
67244,484.057971,47.97471991,86,-230
52598,168.115942,16.66187877,42,-230
79465,248.5797101,24.63659868,114,-230
67375,147.826087,14.65096237,112,-230
52885,817.3913043,81.01120368,83,-230
21266,263.7681159,11.24964091,131,-230
87922,129.0434783,12.78942833,114,-230
94362,289.8550725,26.14191324,128,-230
49983,-609,9999999770,,
75862,501.4492754,49.69836254,-42,-230
7238,231.884058,4.309106579,129,-230
5027,521.7391304,51.70927894,119,-230
54676,117.9710145,11.69204252,79,-230
242,-609,9999999770,,
5270,624.9275362,58.3165757,103,-230
7431,446.3768116,44.24016087,121,-230
7683,266.6666667,26.42918702,120,-230
37132,811.5942029,13.50186728,73,-230
81438,275.3623188,27.29100833,88,-230
8768,692.7536232,68.65843149,108,-230
25196,515.942029,51.1347314,119,-230
40129,107.2463768,10.62912956,118,-230
86730,698.4782609,69.22579718,70,-230
36661,101.4492754,10.05458202,113,-230
6510,520.2898551,51.56564206,85,-230
77574,159.4202899,11.77822465,12,-230
80403,304.3478261,30.16374605,122,-230
9358,633.3333333,62.76931916,98,-230
88471,72.46376812,7.181844298,88,-230
8256,49.27536232,4.883654122,94,-230
7508,-609,9999999770,,
89144,1486.956522,147.371445,128,-230
74145,291.0144928,28.8422867,129,-230
71579,-608,-230,,
40531,121.7391304,8.905486929,116,-230
23277,2.898550725,92,-230,
88464,343.4782609,34.04194197,71,-230
3675,131.884058,13.07095662,123,-230
95461,278.2608696,27.5782821,102,-230
19706,202.8985507,20.10916403,87,-229
59144,282.6086957,28.00919276,125,-230
34832,119.1304348,11.80695203,-19,-230
3079,48.8115942,4.837690319,108,-230
20603,97.82608696,6.320022982,121,-230
41448,156.5217391,15.51278368,79,-230
31334,-609,9999999770,,
40361,415.0724638,41.13760414,129,-230
92586,205.7971014,20.39643781,120,-230
67187,655.0724638,64.92387245,91,-230
27845,304.3478261,9.70985349,88,-230
32423,173.9130435,17.23642631,103,-230
55349,869.5652174,29.38810687,112,-230
21449,2231.884058,155.4151106,116,-230
23098,120.2898551,11.92186153,74,-230
50421,222.3188406,22.03389831,100,-230
46889,120,11.89313416,131,-230
97406,203.4782609,17.23642631,130,-230
73172,817.3913043,81.01120368,94,-230
95990,200,128,-230,
63374,301.4492754,29.87647228,127,-230
48989,64.34782609,3.734559035,124,-230
14515,177.9710145,17.63573686,122,-230
62087,162.0289855,16.05860385,87,-230
56361,197.1014493,19.53461649,71,-230
41569,640,63.43004884,121,-230
51193,131.884058,13.07095662,66,-230
26782,50,-229,,
29511,920.2898551,91.20942258,91,-230
56048,347.826087,24.99281816,72,-230
69482,495.0724638,49.06636024,-23,-230
66773,455.0724638,45.10198219,132,-230
97213,243.4782609,24.13099684,88,-230
95170,626.0869565,62.05113473,106,-230
43775,62.69565217,6.213731686,131,-230
53095,1014.492754,100.5458202,129,-230
83944,886.9565217,87.9057742,97,-230
68702,1449.275362,143.636886,77,-230
1561,579.7101449,65,-230,
45823,-609,9999999770,,
1570,239.1304348,23.70008618,76,-230
82753,142.0289855,14.07641482,76,-230
63777,433.3333333,42.9474289,45,-230
25867,43.47826087,4.309106579,-608,9999999770
2655,66.08695652,6.549841999,121,-230
11126,328.6956522,32.57684573,116,-230
28348,639.1304348,63.3438667,97,-230
6862,536.2318841,14.3636886,94,-230
28977,130.4347826,12.46509624,132,-230
7075,40.57971014,113,-230,
38573,400,39.64378052,119,-230
6178,244.9275362,24.27463373,132,-230
85878,105.7971014,132,-230,
66897,434.7826087,43.09106579,121,-230
58989,197.1014493,132,-230,
81273,14.49275362,1.43636886,44,-229
31380,361.1594203,35.79431198,44,-230
70080,21.73913043,128,-230,
88862,1930.434783,191.3243321,132,-230
20940,989.8550725,98.10399311,30,-230
39441,136.2318841,13.50186728,76,-230
80098,1449.275362,143.636886,73,-230
24343,176.8115942,17.52370009,120,-230
43640,139.1304348,13.03820741,78,-230
39323,197.1014493,19.53461649,128,-230
92040,417.3913043,37.48922723,115,-230
95140,1449.275362,143.636886,88,-230
18318,74,-230,,
5163,762.3188406,75.55300201,75,-230
53557,72.46376812,7.181844298,97,-230
65633,1073.913043,106.4349325,132,-230
48466,147.5362319,14.62223499,53,-229
43792,114.173913,11.31571388,100,-230
54352,257.9710145,25.5673657,131,-230
23102,368.115942,36.48376903,119,-230
44244,1066.521739,105.7023844,108,-230
90661,301.4492754,11.14622235,69,-230
15014,612.0144928,17.79948291,67,-230
26347,365.1594203,36.19074978,100,-230
31168,57.97101449,97,-230,
91459,43.47826087,4.309106579,109,-229
38735,456.5217391,45.24561907,60,-230
24070,162.3188406,6.03274921,103,-230
52594,971.884058,96.32289572,130,-230
97754,289.8550725,28.72737719,121,-230
59241,185.5072464,8.014938236,67,-230
30425,188.4057971,128,-230,
36692,359.4202899,35.62194772,109,-230
59834,121.7391304,125,-230,
34654,86.95652174,8.618213157,67,-229
53512,278.2608696,27.5782821,87,-230
25035,524.6376812,38.00632002,64,-229
40755,1159.42029,114.9095088,130,-230
53532,362.3188406,35.90922149,92,-230
20581,60.86956522,5.062912956,81,-230
7252,151.884058,15.05314565,124,-230
98332,352.173913,34.90376329,94,-230
98952,-609,9999999770,,
79459,374.4927536,37.11577133,122,-230
35734,434.7826087,23.24044815,95,-230
94996,1654.782609,164.0045964,88,-230
94304,191.3043478,9.192760701,126,-230
72352,672.4637681,66.64751508,66,-229
53239,166.0869565,16.46078713,129,-230
95109,94.20289855,9.336397587,-23,-229
65355,171.0144928,16.94915254,67,-229
73617,182.6086957,18.09824763,103,-230
86349,1023.188406,101.4076415,127,-230
49864,49.27536232,0.861821316,120,-230
97020,608.6956522,59.75294456,-35,-230
61290,602.8985507,59.75294456,119,-230
82030,289.8550725,18.96006895,132,-230
3365,186.9565217,18.52915829,-28,-229
95647,289.8550725,28.72737719,129,-230
42128,127.5362319,12.64004596,126,-230
76075,111,-230,,
40576,289.8550725,54,-230,
35027,122.2898551,12.12008044,107,-230
52840,688.4057971,56.30565929,94,-230
57093,20.57971014,2.039643781,78,-230
87507,555.0724638,55.01292732,122,-230
93694,226.0869565,18.55788567,101,-230
60292,234.4927536,128,-230,
98247,797.1014493,79.00028727,110,-230
11678,646.3768116,58.57512209,123,-230
34398,260.8695652,25.85463947,46,-230
19153,234.7826087,23.26917552,132,-230
37456,720.2898551,71.38753232,109,-230
18104,309.7971014,30.70382074,117,-230
39130,50.72463768,0.002585464,84,-230
31248,110.7246377,10.97385809,73,-230
91120,323.4782609,14.3636886,115,-230
11133,443.4782609,73,-230,
38894,2007.826087,198.9945418,130,-230
70226,214.4927536,21.25825912,104,-230
57364,41.44927536,4.108014938,129,-230
74228,89.85507246,8.905486929,79,-230
40372,223.1884058,22.12008044,44,-230
95627,705.7971014,47.02671646,106,-230
76452,466.3768116,46.2223499,54,-230
59110,127.5362319,12.64004596,78,-230
44650,150.7246377,14.93823614,97,-230
24123,869.5652174,86.18213157,114,-230
40370,173.9130435,16.66187877,56,-230
47966,252.173913,24.99281816,112,-230
32748,-609,9999999770,,
83657,1972.463768,195.4898018,100,-230
36373,236.0869565,23.39844872,103,-230
95346,278.7246377,27.62424591,132,-230
43590,1795.652174,177.9661017,120,-230
40999,347.826087,34.47285263,108,-230
60973,119.4202899,6.463659868,130,-230
15860,319.1304348,31.62884229,117,-230
50821,144.9275362,7.181844298,73,-230
37745,156.5217391,15.51278368,122,-230
97331,1444.057971,143.1197932,-39,-229
20372,359.4202899,35.62194772,131,-230
53647,449.2753623,44.52743465,108,-230
11411,-608,9999999770,,
16368,-609,9999999770,,
69145,1020.289855,101.1203677,120,-230
91864,117,-230,,
84327,342.0289855,33.89830508,68,-230
22095,208.6956522,11.2036771,114,-230
5475,118.5507246,11.74949727,48,-230
73183,588.4057971,27.29100833,126,-230
53408,211.5942029,20.97098535,86,-230
93151,376.8115942,37.34559035,124,-230
1123,517.3913043,51.27836828,104,-230
57603,1233.333333,122.2349899,131,-230
97929,162.3188406,16.08733123,125,-230
24452,1670.144928,165.5271474,132,-230
98237,359.4202899,35.62194772,31,-230
40329,94.20289855,7.181844298,69,-230
16272,252.173913,24.99281816,96,-230
21540,568.9855072,56.39184142,84,-230
58066,89.85507246,8.618213157,106,-230
66691,14.49275362,1.43636886,-608,9999999770
21011,252.173913,89,-230,
86078,1544.927536,153.1169204,130,-230
92026,234.7826087,23.26917552,113,-230
64016,869.5652174,86.18213157,129,-230
70463,973.9130435,96.52398736,-17,-230
48827,1884.057971,186.7279517,126,-230
16889,118.8405797,11.77822465,90,-230
65762,680.4347826,67.43751795,104,-230
89117,210.1449275,19.82189026,104,-230
6276,55.07246377,5.458201666,51,-230
20767,271.0144928,77,-230,
58685,86.95652174,8.618213157,129,-230
24486,-608,-229,,
78932,779.7362319,77.27923011,80,-230
55101,246.3768116,16.94915254,115,-230
39640,220.2898551,21.83280666,129,-230
78021,137.6811594,13.64550417,134,-230
82576,124.6376812,12.35277219,55,-230
84353,289.8550725,28.72737719,125,-230
64947,1081.15942,107.1531169,41,-230
21526,425.2173913,35.99540362,29,-230
88369,724.6376812,50.27291008,111,-230
3900,289.8550725,28.72737719,96,-230
64804,284.057971,28.15282965,49,-230
62293,1166.666667,115.6276932,102,-230
33912,97.10144928,127,-230,
60912,365.2173913,36.19649526,112,-230
30627,62.60869565,6.205113473,60,-229
27734,152.173913,15.08187302,128,-230
23743,857.6811594,85.00430911,122,-230
74810,149.2753623,14.79459925,106,-230
91698,2368.695652,234.7601264,128,-230
44353,434.7826087,8.187302499,82,-230
28796,162.3188406,16.08733123,51,-230
71620,404.9275362,40.13214594,88,-230
64929,626.0869565,62.05113473,66,-230
1878,202.8985507,20.10916403,70,-230
35192,284.057971,28.15282965,125,-230
98120,510.1449275,50.56018386,97,-230
82041,530.4347826,52.57110026,131,-230
82970,113.6231884,6.300201092,66,-229
85553,17.39130435,1.723642631,56,-229
46689,547.826087,54.29474289,68,-230
855,345.2173913,34.21430623,63,-230
69693,695.6521739,46.82562482,85,-230
7202,27.82608696,104,-230,
60562,724.6376812,71.81844298,73,-230
17865,1159.42029,114.9095088,132,-230
158,550.7246377,54.58201666,132,-230
22719,260.8695652,25.85463947,129,-230
57948,223.1884058,22.12008044,60,-230
68325,666.6666667,24.99281816,52,-230
90018,238.5507246,23.64263143,125,-230
49183,202.8985507,14.3636886,-2,-230
3724,150.7246377,10.34185579,112,-230
63675,89.85507246,8.905486929,128,-230
50438,971.0144928,18.98879632,119,-230
74615,863.7681159,85.60758403,93,-230
4343,14.49275362,1.43636886,101,-230
66155,0.002898551,-608,9999999770,
58947,969.5652174,96.0930767,65,-230
57733,43.47826087,3.590922149,82,-230
82827,85,-230,,
91588,52.17391304,102,-230,
25667,-609,9999999770,,
13743,133.3333333,13.21459351,113,-230
50826,976.2318841,96.75380638,41,-230
10224,169.5652174,16.80551566,78,-230
50349,101.4492754,10.05458202,83,-230
56204,120.7594203,2.298190175,99,-230
59403,17.39130435,1.321459351,115,-230
63938,28.4057971,2.010916403,119,-230
20982,1086.956522,107.7276645,130,-230
22918,133.3333333,13.21459351,79,-230
22623,164.057971,16.25969549,41,-230
2737,428.6956522,42.48779086,130,-230
94370,104.3478261,10.34185579,35,-229
40428,133.3333333,13.21459351,47,-230
89394,326.0869565,32.31829934,112,-230
89886,1091.884058,108.2160299,107,-230
66536,105.7391304,99,-229,
95541,272.4637681,27.00373456,132,-230
62187,119,-230,,
85735,79.42028986,7.87130135,110,-230
10131,350.6086957,34.74863545,78,-230
14655,0.017391304,129,-230,
18613,724.6376812,71.81844298,128,-230
27082,117.3913043,9.480034473,89,-230
20046,86.95652174,8.618213157,-608,-229
40690,434.7826087,43.09106579,126,-230
83860,86.95652174,6,-230,
80813,724.6376812,18.3855214,62,-230
89898,370.4347826,36.71358805,106,-230
64685,429.2753623,42.54524562,107,-230
86354,1426.086957,141.3386958,124,-230
2888,637.6811594,63.20022982,110,-230
60157,202.0869565,20.02872738,75,-230
6741,972.4637681,96.38035047,106,-230
25757,397.1014493,8.618213157,118,-230
75622,271.3043478,26.88882505,105,-230
66545,823.8550725,81.65182419,89,-230
39543,449.2753623,44.52743465,30,-230
82124,744.3478261,17.23642631,92,-230
78401,0.002898551,131,-230,
50833,409.8550725,40.62051135,129,-230
15556,160.8695652,15.80005745,79,-230
53606,147.826087,14.65096237,82,-230
74449,841.4492754,83.39557598,110,-230
41845,269.5652174,17.23642631,102,-230
57986,533.9130435,52.91582878,96,-230
43722,243.4782609,5.170927894,39,-229
18064,579.7101449,57.45475438,60,-230
71152,108.4057971,3.878195921,132,-230
71097,417.3913043,41.36742315,105,-230
27431,208.6956522,20.68371158,120,-230
96035,620.2898551,61.47658719,27,-230
49388,173.9130435,17.23642631,119,-230
50003,57,-229,,
82666,-609,9999999770,,
22204,337.6695652,12.10858949,131,-230
94182,239.1304348,23.70008618,16,-230
90755,205.7971014,20.39643781,110,-230
42634,869.5652174,86.18213157,103,-230
76997,546.3768116,54.151106,117,-230
75936,286.9565217,28.44010342,124,-230
14862,451.0144928,44.69979891,105,-230
54120,118.8405797,11.77822465,68,-230
1403,347.826087,34.47285263,107,-230
32139,779.7101449,77.27664464,26,-230
60798,113.0434783,11.2036771,-29,-230
74934,165.2173913,16.374605,95,-230
15697,278.8405797,27.63573686,104,-230
60548,579.7101449,57.45475438,87,-230
40748,34.7826087,60,-229,
51071,144.9275362,14.36340132,116,-230
31734,147.2463768,14.59350761,122,-230
24047,286.9623188,28.44067797,86,-230
46045,218.8405797,21.68916978,89,-230
81247,17.39130435,1.723642631,89,-230
95681,455.0724638,45.10198219,98,-230
76256,173.9130435,17.23642631,112,-230
19387,96.23188406,9.537489227,39,-229
71173,1562.318841,78,-230,
86933,122.0289855,12.0942258,109,-230
71278,304.3478261,30.16374605,126,-230
22689,123.7681159,12.26659006,56,-229
46755,301.4492754,29.87647228,50,-229
59456,365.2173913,36.19649526,132,-230
61578,124.6376812,12.35277219,131,-230
41785,43.47826087,84,-230,
19841,297.6811594,29.50301637,115,-230
67370,130.4347826,12.92731974,120,-230
89489,26086.95652,71.81844298,104,-230
85147,315.942029,31.31284114,118,-230
32819,-609,9999999770,,
56987,324.6376812,32.17466245,120,-230
69775,579.7101449,57.45475438,91,-230
82721,104.3478261,10.34185579,98,-230
72075,-609,9999999770,,
10372,104.3478261,10.34185579,123,-230
53801,217.3913043,21.54553289,115,-230
91260,1504.347826,103.5621948,109,-230
12135,104.3478261,10.34185579,101,-230
16212,17.39130435,1.723642631,66,-229
61462,126.0869565,12.49640908,114,-230
76529,195.6521739,17.23642631,71,-230
63132,155.0724638,15.3691468,48,-230
68999,579.7101449,57.45475438,114,-230
96342,353.6231884,16.48951451,79,-230
48956,305.7971014,30.30738294,112,-230
80806,956.5217391,94.80034473,127,-230
9949,629.884058,62.42746337,125,-230
44909,395.6521739,39.21286986,0,-230
41666,388.4057971,38.49468544,97,-230
36486,20.28985507,98,-230,
5179,179.7101449,17.81097386,115,-230
4276,226.0869565,22.40735421,106,-230
80735,632.4637681,62.68313703,128,-230
82206,26.08695652,105,-230,
74590,330.4347826,32.74921,128,-230
60047,560.8695652,55.58747486,124,-230
97231,582.6086957,57.74202815,132,-230
92668,243.4782609,24.13099684,83,-230
48914,1107.826087,109.7960356,-4,-230
34088,365.2173913,36.19649526,90,-230
61064,2.026086957,127,-230,
86266,1040.57971,103.1312841,113,-230
12717,35.94202899,3.562194772,103,-230
80273,57.97101449,5.745475438,82,-230
96286,147.826087,14.65096237,105,-230
94098,1263.768116,125.2513646,132,-230
17673,594.2028986,58.89112324,101,-230
23615,4637.681159,14.3636886,84,-230
70301,75.94202899,69,-229,
22876,242.0289855,23.98735995,18,-230
75875,86.95652174,8.618213157,101,-230
46808,291.3043478,28.87101408,17,-230
73523,593.0434783,58.77621373,104,-230
82736,306.0869565,18.96006895,132,-230
16159,86.95652174,8.618213157,86,-230
90878,147.5362319,14.62223499,96,-230
40731,603.4782609,59.81039931,84,-230
94607,652.173913,64.63659868,122,-230
17288,780,61.3329503,94,-230
39959,1231.884058,122.0913531,115,-230
89088,1035.072464,102.5854639,132,-230
10400,144.9275362,14.3636886,84,-230
26201,1261.73913,125.0502729,96,-230
31015,83.47826087,0.861821316,106,-230
84762,1159.42029,114.9095088,61,-230
82328,173.9130435,17.23642631,30,-230
12642,378.2608696,27.26228095,97,-230
88622,142.0289855,14.07641482,35,-230
94454,1878.26087,186.1534042,127,-230
49885,869.5652174,86.18213157,99,-230
58253,651.3043478,64.55041655,-2,-230
60598,-609,9999999770,,
68003,239.1304348,23.70008618,83,-230
21671,28.98550725,76,-230,
74460,522.8985507,51.82418845,95,-230
24296,214.4927536,13.21459351,109,-230
68059,117.9710145,7.095662166,105,-230
19488,34.8115942,3.450158001,59,-230
60028,392.7536232,38.92559609,66,-230
96882,2115.942029,24.70554438,119,-230
69681,2898.550725,77.56391841,94,-230
15463,838.3188406,83.08532031,104,-230
39186,142.0289855,14.07641482,124,-230
97890,392.7536232,38.92559609,21,-230
48027,165.7971014,16.43205975,58,-230
201,86.95652174,8.618213157,57,-230
4683,43.47826087,98,-229,
46277,-609,9999999770,,
5886,36.23188406,3.590922149,96,-230
98501,1113.623188,110.3705832,118,-230
77536,384.9275362,4.59638035,86,-229
43472,521.7391304,4.021832807,113,-230
10709,43.47826087,4.309106579,75,-229
86555,146.6666667,14.53605286,86,-230
6614,463.7681159,45.9638035,64,-230
8604,434.7826087,43.09106579,90,-229
22618,695.6521739,3.361103131,90,-230
15949,249.2753623,24.70554438,74,-230
93337,1173.913043,116.3458776,81,-230
91157,313.0434783,23.84372307,89,-230
93121,198.5507246,19.67825338,136,-230
62827,217.3913043,21.54553289,126,-230
62986,669.5652174,66.36024131,132,-230
43031,434.7826087,43.09106579,37,-230
12672,170.6666667,16.91467969,105,-230
73764,188.4057971,18.67279517,74,-230
994,89.85507246,1.437517955,120,-230
97199,130.4347826,9.422579718,-7,-230
52707,1101.449275,109.1640333,17,-230
93203,414.4927536,41.08014938,35,-230
775,75.36231884,7.46911807,89,-230
59708,579.7101449,57.45475438,119,-230
62688,200,19.82189026,49,-230
13346,863.7681159,57.45475438,118,-230
66960,243.4782609,24.13099684,64,-229
