_id_,fecha_inicio,comp_interno1,comp_interno2,comp_interno3,comp_interno4,categoria1,categoria2,categoria3,comp_externo1,comp_externo2,comp_externo3,comp_externo4
665,12/02/2016,0,b'1',15,54,1,5,160,10.14492754,91,-230,
27849,09/06/2017,0,b'1',14,70,5,9,159,695.6521739,68.94570526,128,-230
63381,14/11/2019,0,b'1',3,62,2,3,148,336.2318841,33.32375754,117,-230
82245,16/07/2020,0,b'1',1,55,1,9,146,93.44927536,9.261706406,58,-230
98829,19/02/2021,0,b'0',14,44,1,9,159,347.826087,34.47285263,130,-230
8149,04/05/2016,0,b'1',11,42,1,8,156,37.68115942,2.872737719,106,-230
90307,24/11/2020,2938.196555,b'1',17,50,1,9,162,724.6376812,27.5782821,23,-230
56019,26/10/2018,709.2198582,b'1',21,48,2,9,166,217.3913043,21.54553289,89,-230
6427,11/04/2016,0,b'1',9,51,4,3,154,223.1884058,22.12008044,102,-230
89429,21/10/2020,2836.879433,b'1',3,49,2,9,148,826.0869565,81.87302499,127,-230
33994,09/10/2017,0,b'0',1,50,3,9,146,118.8405797,119,-230,
54487,10/10/2018,0,b'0',24,45,3,6,169,93.47826087,9.264579144,81,-230
39611,07/12/2017,0,b'1',17,45,1,9,162,47.8115942,4.738580868,126,-230
76790,17/01/2020,0,b'0',15,54,1,9,160,278.2608696,27.5782821,74,-230
27060,18/07/2017,0,b'0',15,71,3,11,160,333.3333333,33.03648377,103,-230
24568,22/06/2017,0,b'0',19,52,3,3,164,488.115942,48.37690319,118,-230
79631,06/03/2020,0,b'1',26,48,1,6,171,134.7826087,13.35823039,106,-230
87384,08/10/2020,1722.391084,b'1',23,58,1,9,168,607.826087,60.24130997,124,-230
497,06/01/2016,1013.171226,b'1',28,54,3,6,173,134.4927536,13.32950302,41,-230
85438,02/09/2020,0,b'0',15,44,1,9,160,142.0289855,14.07641482,62,-229
35371,01/11/2017,10131.71226,b'1',21,67,3,5,166,739.1304348,58.63257685,114,-230
18579,17/01/2017,0,b'1',9,58,2,9,154,264.3478261,26.199368,112,-230
84975,21/08/2020,2026.342452,b'1',9,47,2,6,154,115.942029,11.49095088,72,-230
64925,03/07/2019,3039.513678,b'1',23,64,2,10,168,605.2173913,59.98276357,106,-230
18632,06/04/2017,0,b'0',20,50,2,8,165,260.8695652,20.10916403,73,-230
40352,11/04/2018,0,b'0',25,46,1,9,170,-609,9999999770,,
11381,29/06/2016,1013.171226,b'1',19,56,3,3,164,391.3043478,38.78195921,95,-230
69278,12/11/2019,0,b'0',23,46,1,9,168,146.9565217,14.56478024,67,-230
59309,31/01/2019,0,b'0',14,72,1,6,159,489.8550725,48.54926745,129,-230
22421,09/01/2017,0,b'1',31,48,2,9,176,416.6753623,37.34559035,15,-230
13937,26/08/2016,1519.756839,b'1',20,56,2,9,165,1449.275362,28.72737719,48,-230
32471,01/09/2017,0,b'1',1,56,2,3,146,543.4782609,53.86383223,109,-230
78574,26/02/2020,1519.756839,b'1',14,57,1,6,159,371.0144928,36.7710428,89,-230
44911,20/06/2018,810.5369807,b'1',4,69,3,6,149,21.15942029,101,-230,
95050,10/02/2021,0,b'1',19,73,3,9,164,565.2173913,56.01838552,99,-230
1710,25/04/2016,0,b'1',25,65,1,9,170,110.1449275,110,-230,
20795,23/12/2016,0,b'0',25,60,1,9,170,-609,9999999770,,
47612,31/05/2018,1013.171226,b'1',21,69,1,5,166,1246.376812,36.7710428,107,-230
22032,15/02/2017,709.2198582,b'1',12,70,1,9,157,150.7246377,14.93823614,129,-230
93162,26/01/2021,0,b'1',19,33,1,9,164,28.69275362,2.843723068,128,-230
44933,22/03/2018,0,b'1',15,44,1,9,160,217.3913043,21.54553289,17,-230
93998,02/12/2020,0,b'1',30,48,3,9,175,530.4347826,52.57110026,127,-230
88076,10/11/2020,5572.441743,b'1',9,69,2,9,154,667.1333333,66.11921862,99,-230
18835,26/01/2017,3039.513678,b'0',24,39,1,9,169,34.7826087,3.447285263,87,-230
17246,10/10/2016,0,b'1',1,47,1,9,146,134.8956522,13.36943407,73,-230
94703,19/02/2021,0,b'1',10,51,1,9,155,118.9768116,6.618787705,-42,-230
62101,09/05/2019,0,b'1',28,52,3,9,173,213.0434783,21.11462223,97,-230
85547,24/09/2020,1114.488349,b'1',1,61,1,9,146,1011.594203,100.2585464,91,-230
53563,26/04/2019,0,b'0',15,71,3,9,160,115.942029,131,-230,
64519,13/05/2019,4559.270517,b'1',26,59,1,9,171,115.942029,11.49095088,111,-230
33411,10/08/2017,0,b'1',15,58,1,9,160,2898.550725,2.872737719,66,-229
71625,08/10/2019,1519.756839,b'1',22,54,1,9,167,472.6753623,33.10830221,129,-230
51654,01/08/2018,0,b'1',11,43,2,6,156,101.4492754,10.05458202,77,-230
48133,24/05/2018,0,b'1',21,73,1,6,166,-609,9999999770,,
13730,08/08/2016,810.5369807,b'1',9,62,2,9,154,13.04347826,102,-230,
22822,22/03/2017,2026.342452,b'0',9,75,2,9,154,109.5652174,10.85894858,29,-230
74432,27/02/2020,0,b'1',19,48,1,9,164,105.7971014,10.48549267,69,-230
55283,28/11/2018,65.85612969,b'1',19,51,1,9,164,434.7826087,10.91640333,67,-230
62479,28/03/2019,0,b'1',14,42,1,6,159,55.36231884,-608,-230,
20850,09/12/2016,0,b'1',5,75,2,9,150,626.0869565,62.05113473,78,-230
8761,19/09/2016,0,b'1',19,41,1,9,164,26.08695652,2.585463947,126,-230
49989,19/07/2018,7092.198582,b'0',22,64,1,9,167,379.7101449,37.63286412,64,-230
85457,21/09/2020,1013.171226,b'1',19,51,3,9,164,52.17391304,5.170927894,129,-230
46604,03/05/2018,1013.171226,b'1',9,55,2,9,154,404.057971,40.0459638,106,-230
7729,04/08/2016,0,b'0',24,62,2,13,169,-609,9999999770,,
66530,26/06/2019,3039.513678,b'0',9,54,2,3,154,228.6956522,11.80695203,117,-230
8964,16/05/2016,0,b'1',3,54,2,9,148,724.6376812,6.607296754,93,-230
1573,25/01/2016,0,b'1',14,49,2,9,159,78.26086957,5.794311979,88,-230
94928,27/01/2021,0,b'1',14,72,1,9,159,423.1884058,28.44010342,120,-230
62918,25/06/2019,0,b'0',1,47,1,9,146,217.3913043,21.54553289,54,-229
93737,10/02/2021,0,b'1',14,49,1,9,159,178.2608696,17.66733697,118,-230
40293,23/01/2018,810.5369807,b'1',9,45,2,9,154,86.95652174,8.618213157,128,-230
59357,05/02/2019,0,b'0',6,63,1,7,151,766.3768116,-50,-229,
70196,09/10/2019,2532.928065,b'0',19,75,3,9,164,173.9130435,7.072680264,114,-230
36042,04/10/2017,0,b'1',26,68,1,6,171,144.9275362,14.3636886,68,-229
59462,02/07/2019,0,b'1',30,56,1,9,175,101.4492754,9.767308245,112,-230
90731,04/12/2020,0,b'1',1,67,1,9,146,173.9130435,12.06549842,124,-230
67497,11/07/2019,1215.805471,b'1',2,56,2,9,147,266.6666667,26.42918702,112,-230
23143,01/02/2017,1418.439716,b'1',14,51,3,9,159,442.0289855,43.80925022,126,-230
72102,28/10/2019,0,b'0',14,56,1,6,159,14.49275362,132,-230,
34421,18/09/2017,607.9027356,b'1',30,67,1,5,175,569.5652174,56.44929618,86,-230
62065,21/03/2019,0,b'1',1,51,1,11,146,289.8550725,19.82189026,95,-229
27079,22/05/2017,861.195542,b'0',7,52,1,6,152,145.5072464,14.42114335,32,-230
58550,05/03/2019,18237.08207,b'1',15,57,2,9,160,434.7826087,115,-230,
78499,16/04/2020,0,b'1',6,55,2,9,151,86.95652174,4.021832807,41,-230
86563,08/10/2020,0,b'0',1,56,3,9,146,646.3768116,57.45475438,125,-230
79486,06/04/2020,0,b'0',11,46,2,9,156,254.7826087,25.25136455,100,-230
82679,22/06/2020,0,b'0',1,47,1,9,146,189.5652174,18.78770468,109,-230
91088,26/11/2020,0,b'1',14,68,1,9,159,774.7826087,76.78827923,111,-229
58793,12/02/2019,0,b'1',6,53,2,9,151,75.36231884,7.46911807,108,-230
98639,09/04/2021,0,b'1',28,62,4,9,173,34.72463768,0.000287274,126,-230
80522,03/06/2020,0,b'0',11,50,2,9,156,226.0869565,22.40735421,122,-230
14112,13/12/2016,7092.198582,b'0',1,66,2,4,146,504.3478261,49.98563631,59,-230
16581,03/11/2016,0,b'0',19,45,1,13,164,23.76811594,2.35564493,93,-230
68505,22/10/2019,0,b'1',4,38,3,6,149,524.6376812,15.80005745,128,-230
40371,01/02/2018,0,b'1',17,61,2,9,162,244.9275362,24.27463373,70,-230
13516,11/08/2016,0,b'1',11,61,1,3,156,81.15942029,3.590922149,69,-229
18755,07/02/2017,0,b'0',15,61,2,9,160,550.7246377,54.58201666,95,-230
70544,20/11/2019,0,b'1',24,58,1,6,169,598.5507246,59.3220339,108,-230
53436,12/11/2018,0,b'0',15,48,1,9,160,144.9275362,10.05458202,121,-230
58294,16/04/2019,0,b'1',18,64,3,6,163,214.4927536,21.25825912,108,-230
13746,09/08/2016,0,b'1',1,58,3,9,146,1500.289855,148.6929043,89,-230
71577,04/10/2019,0,b'1',26,47,1,6,171,313.0434783,26.34300488,41,-229
41044,27/02/2018,0,b'1',14,54,2,8,159,788.0086957,71.81844298,111,-230
398,29/01/2016,0,b'1',19,45,3,9,164,56.52173913,2.585463947,118,-230
32448,18/10/2017,0,b'0',1,65,2,9,146,362.3188406,79,-229,
86280,25/09/2020,0,b'0',26,47,1,6,171,130.4347826,4.165469693,77,-230
33672,11/09/2017,607.9027356,b'1',14,67,3,9,159,22.60869565,51,-230,
74173,22/11/2019,3039.513678,b'0',16,66,2,9,161,481.1594203,47.68744614,127,-230
56779,12/11/2018,0,b'1',19,57,3,9,164,972.4637681,96.38035047,119,-230
5537,09/05/2016,0,b'0',16,49,1,6,161,-609,9999999770,,
49920,17/07/2018,0,b'1',13,58,1,8,158,168.115942,3.389830508,45,-230
4167,10/03/2016,0,b'0',14,64,1,9,159,761.7391304,75.49554726,95,-230
38282,17/04/2018,0,b'1',19,49,1,9,164,262.3188406,25.99827636,108,-230
15538,22/09/2016,0,b'1',19,49,1,9,164,87,-230,,
82034,15/07/2020,0,b'1',1,75,2,9,146,2477.971014,245.5903476,110,-230
46677,19/12/2018,0,b'0',14,39,1,8,159,87.24637681,8.646940534,115,-230
72183,27/12/2019,0,b'0',30,52,2,6,175,504.8695652,50.03734559,111,-230
24805,29/03/2017,5065.85613,b'1',18,57,2,9,163,898.5507246,89.05486929,124,-230
34377,07/09/2017,0,b'1',6,44,3,9,151,121.7391304,12.06549842,68,-230
40552,14/03/2018,0,b'0',21,47,2,4,166,217.3913043,20.10916403,119,-230
49622,26/06/2018,0,b'1',28,58,1,9,173,289.8550725,28.72737719,40,-230
22192,31/01/2017,0,b'0',30,75,3,9,175,400.8695652,39.72996265,65,-230
70757,01/10/2019,0,b'1',16,55,2,9,161,652.173913,64.63659868,20,-230
64717,12/06/2019,0,b'1',14,62,3,9,159,332.7536232,32.97902901,117,-230
54910,23/11/2018,1317.122594,b'0',17,67,1,9,162,543.4782609,53.86383223,129,-230
48330,19/09/2018,1621.073961,b'0',22,53,1,9,167,57.97101449,5.745475438,124,-230
44781,19/03/2018,0,b'1',3,52,2,10,148,423.1884058,41.9419707,5,-230
61280,11/03/2019,2532.928065,b'1',25,70,1,9,170,-609,9999999770,,
49892,26/06/2018,1013.171226,b'1',17,65,2,9,162,82.60869565,8.187302499,86,-230
30501,05/07/2017,810.5369807,b'1',2,46,1,9,147,515.942029,51.1347314,111,-230
31289,26/09/2017,1215.805471,b'1',19,57,1,9,164,565.2173913,25.99827636,101,-230
55191,15/10/2018,0,b'0',1,65,3,9,146,71.73913043,7.110025855,132,-230
18487,07/12/2016,202.6342452,b'1',2,68,1,9,147,266.6666667,96,-230,
66894,22/07/2019,15197.56839,b'1',20,70,1,6,165,382.6086957,32.74921,7,-230
19822,15/12/2016,0,b'0',1,45,1,9,146,20.28985507,87,-230,
30572,28/07/2017,0,b'0',14,63,2,6,159,205.7971014,118,-230,
61787,15/04/2019,1013.171226,b'1',8,51,3,9,153,124.6376812,12.35277219,118,-230
50792,05/09/2018,709.2198582,b'0',9,55,3,9,154,359.057971,35.58603849,118,-230
85356,25/08/2020,0,b'1',23,69,3,9,168,301.4492754,29.87647228,89,-230
4762,25/02/2016,1519.756839,b'1',19,54,2,9,164,218.8405797,21.68916978,112,-230
9745,11/08/2016,0,b'0',11,52,1,9,156,202.0289855,19.53461649,76,-230
87520,24/09/2020,0,b'1',15,57,1,9,160,937.6202899,15.22550991,124,-230
28289,10/05/2017,2026.342452,b'1',21,58,1,3,166,43.47826087,94,-230,
69520,19/09/2019,0,b'1',14,47,3,9,159,144.9275362,14.3636886,23,-229
90601,01/12/2020,13171.22594,b'1',1,63,1,9,146,297.9710145,21.54553289,128,-230
16757,09/11/2016,0,b'1',22,70,4,9,167,1825.797101,180.9537489,120,-230
14157,16/08/2016,0,b'1',1,65,1,9,146,260.8695652,25.85463947,134,-230
69201,12/09/2019,0,b'0',14,75,3,9,159,14.49275362,103,-230,
76420,10/02/2020,2026.342452,b'1',23,69,3,6,168,562.3188406,55.73111175,116,-230
12561,24/10/2016,2887.537994,b'1',1,74,1,8,146,37.48985507,3.715598966,24,-229
60852,21/03/2019,0,b'1',14,57,1,9,159,289.8550725,28.72737719,67,-230
85682,28/09/2020,506.585613,b'1',6,43,1,3,151,-609,9999999770,,
66276,18/06/2019,0,b'1',15,75,3,9,160,-609,9999999770,,
12382,25/07/2016,0,b'1',6,49,3,9,151,35.88985507,75,-230,
84203,23/07/2020,0,b'1',19,53,1,6,164,1014.492754,98.53490376,118,-230
93686,16/11/2020,0,b'1',22,53,2,3,167,1492.753623,147.9459925,58,-230
24380,17/02/2017,0,b'1',19,71,3,9,164,252.173913,24.99281816,131,-230
4448,17/05/2016,0,b'1',15,61,2,8,160,1217.101449,120.6262568,108,-230
25300,29/06/2017,0,b'0',11,59,2,9,156,869.5652174,21.54553289,70,-230
79388,14/05/2020,0,b'1',9,75,2,9,154,1024.637681,101.5512784,123,-230
42781,27/02/2018,1013.171226,b'1',25,59,2,9,170,217.3913043,21.54553289,78,-230
2060,06/05/2016,1823.708207,b'0',15,59,3,6,160,347.826087,34.47285263,98,-230
33705,17/08/2017,506.585613,b'1',6,40,1,9,151,130.4347826,12.92731974,59,-229
65076,28/05/2019,2026.342452,b'1',1,75,3,9,146,619.4724638,61.39557598,85,-230
80236,21/05/2020,0,b'0',19,40,1,3,164,-608,-229,,
78356,17/04/2020,0,b'0',23,56,2,9,168,655.0724638,64.92387245,120,-230
3647,29/04/2016,810.5369807,b'0',23,49,1,6,168,153.6231884,15.22550991,108,-230
56537,13/02/2019,0,b'1',19,52,3,9,164,240.5797101,23.84372307,58,-230
29080,17/10/2017,0,b'0',26,45,3,9,171,57.97101449,5.745475438,116,-230
88633,10/11/2020,0,b'1',26,42,1,6,171,372.4637681,36.91467969,122,-230
33266,17/08/2017,0,b'1',11,48,1,9,156,246.3768116,24.41827061,58,-230
29729,13/07/2017,0,b'1',1,45,1,8,146,133.3333333,13.21459351,131,-230
10240,21/06/2016,0,b'1',25,50,2,9,170,115.942029,11.49095088,59,-230
70309,27/12/2019,0,b'0',14,61,3,9,159,424.6376812,42.08560758,124,-230
63616,03/06/2019,1013.171226,b'1',30,48,2,11,175,481.0144928,47.67308245,95,-230
64863,23/05/2019,0,b'0',21,50,1,6,166,1109.275362,109.9396725,13,-230
2844,04/05/2016,0,b'1',19,43,1,8,164,82.60869565,8.187302499,26,-229
43824,10/04/2018,0,b'1',15,47,2,9,160,56.52173913,5.601838552,118,-230
40158,06/07/2018,0,b'1',19,65,2,9,164,248.2608696,24.60499856,81,-230
37098,06/06/2018,3546.099291,b'0',23,75,1,9,168,1884.057971,186.7279517,-20,-230
16019,13/02/2017,1013.171226,b'1',16,40,1,9,161,98.55072464,9.767308245,111,-230
31776,07/09/2017,0,b'0',11,52,2,9,156,47.82608696,4.740017236,111,-230
81585,25/06/2020,0,b'1',3,68,2,9,148,495.6521739,49.123815,108,-230
43375,08/11/2018,0,b'1',19,47,1,4,164,71.01449275,7.038207412,109,-230
50191,03/10/2018,0,b'1',21,71,2,9,166,533.3333333,52.85837403,107,-230
77340,11/03/2020,0,b'1',16,50,1,11,161,138.5507246,13.7316863,56,-229
69931,30/09/2019,911.8541033,b'0',19,46,1,9,164,562.6086957,28.72737719,42,-230
7058,24/05/2016,0,b'1',3,71,2,9,148,108,-230,,
28793,13/06/2017,1013.171226,b'1',15,49,1,11,160,313.0434783,31.02556737,57,-230
87519,12/10/2020,1215.805471,b'0',15,56,1,9,160,140.5797101,13.93277794,106,-230
92832,21/01/2021,303.9513678,b'1',10,53,2,9,155,182.6086957,18.09824763,124,-230
32201,04/10/2017,1215.805471,b'0',30,56,1,9,175,144.9275362,14.3636886,124,-230
64467,29/04/2019,21884.49848,b'1',14,45,1,4,159,579.7681159,28.72737719,103,-230
52567,20/09/2018,10131.71226,b'1',15,75,1,9,160,1884.057971,186.7279517,103,-230
67465,04/07/2019,0,b'1',19,65,3,9,164,26.08695652,2.154553289,-16,-229
91139,14/12/2020,506.585613,b'1',6,48,1,8,151,141.4492754,7.181844298,66,-230
92538,20/01/2021,0,b'1',1,50,1,9,146,1274.782609,126.3430049,127,-230
97249,22/03/2021,0,b'1',15,53,2,9,160,408.6956522,40.50560184,114,-230
7718,23/06/2017,0,b'0',9,46,3,9,154,2.898550725,53,-230,
33547,13/10/2017,0,b'1',1,55,1,6,146,78.26086957,7.756391841,107,-230
5216,29/02/2016,0,b'1',19,46,3,3,164,289.8550725,14.3636886,19,-230
44865,16/05/2018,0,b'1',15,49,2,9,160,250.4347826,24.82045389,43,-230
10826,12/09/2016,1013.171226,b'1',23,59,2,9,168,869.5652174,43.5794312,41,-229
37239,21/08/2018,0,b'1',6,65,3,3,151,144.9275362,2.298190175,65,-230
5307,24/05/2016,0,b'1',28,64,3,3,173,226.0869565,22.40735421,86,-230
91692,19/11/2020,0,b'1',26,66,1,9,171,298.5507246,29.58919851,116,-230
90946,13/11/2020,1013.171226,b'1',15,72,3,9,160,501.0666667,36.88595231,120,-230
64172,26/04/2019,709.2198582,b'0',8,57,1,9,153,133.3333333,13.21459351,106,-230
98933,17/03/2021,2532.928065,b'1',1,74,1,6,146,519.1304348,51.45073255,128,-230
21756,24/03/2017,0,b'0',25,61,1,3,170,224.6376812,19.53461649,109,-230
37398,13/03/2018,0,b'1',14,55,2,9,159,95.65217391,9.480034473,97,-230
74040,20/02/2020,20263.42452,b'1',19,63,2,9,164,1344.927536,133.2950302,122,-230
35280,24/10/2017,0,b'1',10,44,1,5,155,90.72463768,8.991669061,124,-230
97850,29/03/2021,0,b'1',19,66,3,9,164,-609,9999999770,,
87180,09/09/2020,0,b'1',15,45,2,9,160,217.3913043,21.54553289,131,-230
69136,27/08/2019,0,b'1',19,58,3,6,164,84.34782609,8.359666762,122,-230
84980,02/09/2020,1823.708207,b'1',22,58,2,9,167,402.8985507,29.24446998,124,-230
51315,25/07/2018,0,b'1',14,72,3,9,159,1589.275362,157.5122091,126,-230
954,31/05/2016,0,b'1',14,37,1,9,159,173.9130435,17.23642631,97,-230
80467,15/05/2020,0,b'1',14,53,1,9,159,217.3913043,21.54553289,-42,-230
50916,07/08/2018,0,b'1',1,46,3,9,146,108.6956522,10.77276645,105,-230
66435,11/07/2019,1215.805471,b'0',31,44,2,6,176,57.97101449,5.745475438,82,-230
16792,01/02/2017,0,b'0',1,50,2,9,146,420.8695652,41.71215168,110,-230
49542,17/08/2018,506.585613,b'1',1,52,2,9,146,217.3913043,21.54553289,132,-230
30510,30/06/2017,0,b'0',3,61,1,9,148,72.46376812,7.181844298,95,-230
65815,18/07/2019,0,b'1',22,45,1,9,167,203.9130435,20.20970985,129,-230
87670,02/10/2020,12158.05471,b'1',21,50,1,9,166,715.942029,70.95662166,125,-230
21887,16/01/2017,0,b'0',14,53,2,9,159,434.7826087,37.00086182,76,-230
74681,29/11/2019,101317.1226,b'1',18,54,2,6,163,1420.289855,140.7641482,119,-230
9205,12/09/2016,0,b'1',22,65,3,9,167,260.8695652,25.85463947,117,-230
52787,25/09/2018,1003.039514,b'1',12,74,1,9,157,498.5507246,84,-230,
45456,09/08/2018,0,b'1',2,57,1,11,147,449.5652174,44.55616202,85,-230
21831,27/12/2016,0,b'1',24,47,3,6,169,63.76811594,6.320022982,53,-230
25281,11/05/2017,0,b'1',14,66,1,6,159,115.942029,11.49095088,-2,-230
38721,28/11/2017,0,b'0',21,44,1,3,166,252.7536232,25.05027291,93,-230
2754,12/01/2016,0,b'1',25,54,2,9,170,43.47826087,4.309106579,124,-230
50963,15/08/2018,455.9270517,b'0',21,60,1,9,166,57.97101449,5.745475438,49,-230
52322,02/10/2018,0,b'1',6,48,2,9,151,521.7391304,51.70927894,114,-230
66240,28/06/2019,0,b'1',26,63,1,9,171,20,98,-230,
48834,07/09/2018,0,b'0',15,49,6,9,160,307.2463768,30.45101982,84,-230
97943,24/03/2021,0,b'1',19,73,3,9,164,1559.42029,154.5532893,99,-230
63172,27/05/2019,0,b'1',15,69,3,9,160,168.115942,16.66187877,108,-230
5624,05/03/2016,1013.171226,b'0',24,75,1,9,169,866.6666667,8.618213157,109,-230
3882,11/02/2016,0,b'1',1,45,2,9,146,208.6956522,20.68371158,122,-230
96456,26/01/2021,0,b'1',32,48,2,9,177,-609,9999999770,,
77936,24/03/2020,0,b'1',14,60,1,6,159,144.9275362,7.612754955,50,-229
32455,19/09/2017,0,b'1',6,41,3,9,151,107,-230,,
55373,24/01/2019,0,b'0',17,48,1,9,162,289.8550725,28.72737719,125,-230
28191,18/05/2017,2026.342452,b'1',8,49,1,9,153,144.9275362,14.3636886,-608,9999999770
56325,31/10/2018,0,b'1',17,68,1,11,162,205.7971014,12.95317438,132,-230
35323,09/11/2017,0,b'1',17,68,2,9,162,666.6666667,66.07296754,125,-230
19553,29/11/2016,0,b'0',9,55,2,9,154,249.2753623,24.70554438,68,-230
3142,21/04/2016,0,b'1',3,69,1,9,148,520.2898551,51.56564206,89,-230
40583,06/02/2018,0,b'0',6,47,1,3,151,144.9275362,14.3636886,98,-230
85141,14/09/2020,0,b'1',11,58,1,6,156,1349.855072,133.7833956,113,-230
6649,18/04/2016,0,b'1',25,68,2,9,170,318.8405797,8.330939385,88,-230
58020,23/01/2019,10131.71226,b'1',10,55,2,9,155,884.057971,87.61850043,118,-230
35756,22/01/2018,0,b'1',15,52,2,9,160,-609,9999999770,,
8731,27/06/2016,1013.171226,b'0',28,46,3,9,173,71.5942029,7.095662166,103,-230
12097,21/10/2016,0,b'0',15,53,2,8,160,369.2753623,36.59867854,51,-229
38087,07/03/2018,0,b'1',25,54,2,3,170,107.2463768,10.62912956,79,-230
7232,20/05/2016,0,b'1',3,51,1,3,148,455.0724638,45.10198219,115,-230
64471,17/06/2019,0,b'0',14,40,1,6,159,14.49275362,1.43636886,60,-229
59904,06/09/2019,709.2198582,b'0',7,49,1,9,152,453.6231884,44.9583453,117,-230
37931,15/03/2018,0,b'1',19,68,1,8,164,147.7681159,14.64521689,-51,-230
46681,22/10/2018,0,b'1',19,58,2,9,164,843.4782609,83.59666762,132,-230
45196,03/04/2018,0,b'0',15,53,1,6,160,-608,-230,,
61903,12/03/2019,0,b'0',1,51,1,9,146,202.8985507,20.10916403,119,-230
95163,22/02/2021,0,b'1',30,46,1,9,175,578.5507246,57.33984487,40,-230
56930,15/11/2018,0,b'1',15,52,1,11,160,28.98550725,2.872737719,94,-230
19678,18/11/2016,1519.756839,b'1',14,75,2,9,159,152.4637681,15.1106004,71,-230
68647,29/10/2019,759.8784195,b'1',11,45,1,3,156,3.47826087,117,-230,
13574,20/12/2016,0,b'0',1,62,1,9,146,113.0434783,11.2036771,132,-230
33585,19/09/2017,810.5369807,b'1',6,54,2,9,151,266.6666667,26.42918702,122,-230
84781,15/07/2020,0,b'0',21,53,1,9,166,63.76811594,5.774202815,97,-230
44498,07/06/2018,0,b'1',1,68,3,9,146,566.6666667,28.72737719,128,-230
24305,29/05/2017,0,b'1',19,75,3,8,164,1130.434783,112.036771,87,-230
55762,06/11/2018,0,b'1',1,75,2,9,146,1088.405797,107.8713014,134,-230
79117,27/04/2020,506.585613,b'0',24,39,1,9,169,471.0144928,16.94915254,117,-230
27544,23/05/2017,0,b'0',30,48,6,13,175,49.27536232,3.590922149,57,-230
69079,12/11/2019,2816.616008,b'1',23,65,2,6,168,130.4347826,6.320022982,-73,-229
57882,28/01/2019,1013.171226,b'1',31,62,2,8,176,498.5507246,49.41108877,71,-230
44462,24/04/2018,0,b'1',6,48,3,6,151,115,-230,,
18388,12/06/2017,1013.171226,b'1',8,53,1,9,153,599.1884058,59.38523413,128,-230
37209,31/10/2017,0,b'1',19,52,1,3,164,127.5362319,12.64004596,97,-230
95230,19/02/2021,1519.756839,b'1',22,55,1,9,167,837.6811594,83.02212008,96,-230
44479,29/05/2018,0,b'0',22,54,3,9,167,231.8637681,22.97989084,115,-229
55401,07/11/2018,0,b'1',13,67,3,9,158,389.8550725,38.63832232,50,-230
18062,01/12/2016,1398.176292,b'1',19,73,2,3,164,568.115942,24.70554438,83,-230
58824,14/08/2019,0,b'1',24,55,4,3,169,156.5217391,75,-230,
77524,31/01/2020,0,b'0',19,45,1,9,164,59.42028986,5.889112324,78,-230
8523,09/08/2016,3039.513678,b'0',30,50,1,9,175,217.3913043,15,-229,
24421,25/04/2017,0,b'1',1,46,1,9,146,65.2173913,6.463659868,54,-230
12436,13/12/2016,0,b'0',3,50,2,9,148,231.884058,22.98190175,119,-230
59003,25/04/2019,0,b'0',19,41,1,9,164,298.8405797,29.61792588,48,-230
79507,29/04/2020,0,b'1',3,58,1,9,148,29.27536232,2.901465096,88,-229
80091,30/03/2020,0,b'1',24,57,1,9,169,150.7246377,14.93823614,75,-230
27265,11/08/2017,0,b'0',26,44,1,9,171,217.3913043,21.54553289,79,-229
9972,25/07/2016,420.4660588,b'1',11,45,1,9,156,771.0144928,76.41482333,114,-230
48051,23/05/2018,0,b'0',22,53,3,9,167,34.7826087,108,-230,
87579,12/10/2020,3444.782168,b'0',17,62,2,9,162,875.3623188,86.75667912,-30,-230
78546,11/02/2020,0,b'0',22,55,2,9,167,156.5217391,15.51278368,114,-230
72484,27/02/2020,2532.928065,b'1',23,59,2,6,168,434.7826087,42.91870152,54,-230
45586,06/07/2018,0,b'1',1,63,2,9,146,579.7101449,57.45475438,58,-230
50135,01/07/2018,0,b'1',1,58,2,5,146,428.9855072,42.51651824,117,-230
50265,25/09/2018,0,b'1',22,47,3,9,167,194.2028986,19.24734272,119,-230
59608,09/05/2019,0,b'1',19,54,1,9,164,107.2463768,10.62912956,129,-230
47474,10/08/2018,0,b'1',1,48,1,9,146,-609,9999999770,,
20188,24/11/2016,0,b'1',19,43,1,9,164,-609,9999999770,,
55595,23/10/2018,0,b'0',15,47,2,11,160,1014.492754,100.5458202,106,-230
4009,08/02/2016,0,b'0',2,41,1,9,147,115.942029,11.49095088,129,-230
87757,30/10/2020,0,b'0',24,45,2,9,169,165.2173913,16.374605,129,-230
27005,09/06/2017,3546.099291,b'1',18,57,1,9,163,162.3188406,83,-230,
20421,29/11/2016,0,b'0',1,49,2,9,146,347.826087,34.47285263,117,-230
45143,16/05/2018,0,b'0',14,68,2,9,159,284.057971,28.15282965,129,-230
36087,23/01/2018,0,b'0',6,47,3,3,151,420.2898551,8.187302499,75,-230
80841,18/06/2020,0,b'1',19,52,3,9,164,397.1014493,39.35650675,127,-230
88525,14/10/2020,0,b'1',14,51,3,9,159,347.826087,34.47285263,112,-230
77912,18/02/2020,607.9027356,b'1',24,75,1,9,169,182.6086957,11.31858661,106,-230
41537,15/02/2018,1519.756839,b'1',19,53,1,9,164,313.9130435,31.1117495,14,-230
